month_year,district_lgd_code,pincode,demo_age_5_17,demo_age_17_,district_label,state
Nov-25,467,444126,8,1218,Akola,Maharashtra
Nov-25,467,444302,14,316,Akola,Maharashtra
Nov-25,467,444311,11,1093,Akola,Maharashtra
Nov-25,467,444401,10,1216,Akola,Maharashtra
Nov-25,467,444405,7,1909,Akola,Maharashtra
Nov-25,467,444407,2,642,Akola,Maharashtra
Nov-25,467,444501,24,3078,Akola,Maharashtra
Nov-25,467,444502,7,184,Akola,Maharashtra
Nov-25,467,444511,31,2008,Akola,Maharashtra
Nov-25,468,444601,94,1179,Amravati,Maharashtra
Nov-25,468,444602,30,685,Amravati,Maharashtra
Nov-25,468,444603,11,113,Amravati,Maharashtra
Nov-25,468,444604,31,251,Amravati,Maharashtra
Nov-25,468,444605,14,217,Amravati,Maharashtra
Nov-25,468,444606,35,526,Amravati,Maharashtra
Nov-25,468,444607,35,352,Amravati,Maharashtra
Nov-25,468,444701,35,723,Amravati,Maharashtra
Nov-25,468,444702,53,8711,Amravati,Maharashtra
Nov-25,468,444704,14,673,Amravati,Maharashtra
Nov-25,468,444705,65,1397,Amravati,Maharashtra
Nov-25,468,444706,9,482,Amravati,Maharashtra
Nov-25,468,444707,6,572,Amravati,Maharashtra
Nov-25,468,444708,7,160,Amravati,Maharashtra
Nov-25,468,444709,71,3584,Amravati,Maharashtra
Nov-25,468,444710,31,532,Amravati,Maharashtra
Nov-25,468,444711,29,1816,Amravati,Maharashtra
Nov-25,468,444717,32,2034,Amravati,Maharashtra
Nov-25,468,444719,20,4382,Amravati,Maharashtra
Nov-25,468,444720,3,283,Amravati,Maharashtra
Nov-25,468,444723,12,366,Amravati,Maharashtra
Nov-25,468,444728,18,304,Amravati,Maharashtra
Nov-25,468,444801,48,1475,Amravati,Maharashtra
Nov-25,468,444802,28,660,Amravati,Maharashtra
Nov-25,468,444803,76,1392,Amravati,Maharashtra
Nov-25,468,444804,4,222,Amravati,Maharashtra
Nov-25,468,444805,27,319,Amravati,Maharashtra
Nov-25,468,444806,65,774,Amravati,Maharashtra
Nov-25,468,444807,21,3775,Amravati,Maharashtra
Nov-25,468,444808,30,434,Amravati,Maharashtra
Nov-25,468,444809,18,411,Amravati,Maharashtra
Nov-25,468,444810,2,54,Amravati,Maharashtra
Nov-25,468,444813,18,2515,Amravati,Maharashtra
Nov-25,468,444901,11,336,Amravati,Maharashtra
Nov-25,468,444902,15,156,Amravati,Maharashtra
Nov-25,468,444903,10,318,Amravati,Maharashtra
Nov-25,468,444904,18,1126,Amravati,Maharashtra
Nov-25,468,444905,32,2764,Amravati,Maharashtra
Nov-25,468,444906,16,1052,Amravati,Maharashtra
Nov-25,468,444907,11,148,Amravati,Maharashtra
Nov-25,468,444908,9,493,Amravati,Maharashtra
Nov-25,468,444911,0,1,Amravati,Maharashtra
Nov-25,469,423701,6,181,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,423702,6,67,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,423703,3,53,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431001,85,1133,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431002,4,85,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431003,13,52,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431004,0,3,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431005,9,71,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431006,5,62,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431007,21,259,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431008,30,215,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431009,4,85,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431010,15,89,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431101,5,79,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431102,7,46,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431103,24,248,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431104,4,39,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431105,3,103,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431107,6,99,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431109,9,50,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431110,5,48,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431111,7,108,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431113,3,63,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431115,2,44,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431116,4,82,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431117,7,47,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431118,2,18,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431120,0,40,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431133,24,291,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431136,73,562,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431147,11,48,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431148,1,27,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431150,1,73,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,469,431151,6,41,Chhatrapati Sambhajinagar,Maharashtra
Nov-25,470,413207,14,736,Beed,Maharashtra
Nov-25,470,413229,15,770,Beed,Maharashtra
Nov-25,470,413249,36,1159,Beed,Maharashtra
Nov-25,470,414202,60,3834,Beed,Maharashtra
Nov-25,470,414203,61,5765,Beed,Maharashtra
Nov-25,470,414204,54,2833,Beed,Maharashtra
Nov-25,470,414205,50,1557,Beed,Maharashtra
Nov-25,470,414208,17,1524,Beed,Maharashtra
Nov-25,470,431122,250,8360,Beed,Maharashtra
Nov-25,470,431123,26,3469,Beed,Maharashtra
Nov-25,470,431124,36,1868,Beed,Maharashtra
Nov-25,470,431125,31,1688,Beed,Maharashtra
Nov-25,470,431126,33,3996,Beed,Maharashtra
Nov-25,470,431127,83,3656,Beed,Maharashtra
Nov-25,470,431128,66,3216,Beed,Maharashtra
Nov-25,470,431129,44,2439,Beed,Maharashtra
Nov-25,470,431130,69,3421,Beed,Maharashtra
Nov-25,470,431131,96,4218,Beed,Maharashtra
Nov-25,470,431142,7,359,Beed,Maharashtra
Nov-25,470,431143,30,1650,Beed,Maharashtra
Nov-25,470,431515,78,2593,Beed,Maharashtra
Nov-25,470,431517,62,3905,Beed,Maharashtra
Nov-25,470,431518,5,705,Beed,Maharashtra
Nov-25,470,431519,26,1254,Beed,Maharashtra
Nov-25,470,431520,0,27,Beed,Maharashtra
Nov-25,470,431523,20,1227,Beed,Maharashtra
Nov-25,470,431530,37,1599,Beed,Maharashtra
Nov-25,471,441203,42,1468,Bhandara,Maharashtra
Nov-25,471,441802,45,2722,Bhandara,Maharashtra
Nov-25,471,441803,14,3160,Bhandara,Maharashtra
Nov-25,471,441804,26,405,Bhandara,Maharashtra
Nov-25,471,441805,17,1156,Bhandara,Maharashtra
Nov-25,471,441809,24,547,Bhandara,Maharashtra
Nov-25,471,441903,7,372,Bhandara,Maharashtra
Nov-25,471,441904,31,520,Bhandara,Maharashtra
Nov-25,471,441905,22,1109,Bhandara,Maharashtra
Nov-25,471,441906,40,458,Bhandara,Maharashtra
Nov-25,471,441907,13,508,Bhandara,Maharashtra
Nov-25,471,441908,11,328,Bhandara,Maharashtra
Nov-25,471,441909,0,345,Bhandara,Maharashtra
Nov-25,471,441910,6,921,Bhandara,Maharashtra
Nov-25,471,441912,29,931,Bhandara,Maharashtra
Nov-25,471,441913,9,203,Bhandara,Maharashtra
Nov-25,471,441914,6,579,Bhandara,Maharashtra
Nov-25,471,441915,18,637,Bhandara,Maharashtra
Nov-25,471,441924,16,327,Bhandara,Maharashtra
Nov-25,472,443001,96,4293,Buldhana,Maharashtra
Nov-25,472,443101,40,2543,Buldhana,Maharashtra
Nov-25,472,443102,16,1536,Buldhana,Maharashtra
Nov-25,472,443103,56,3660,Buldhana,Maharashtra
Nov-25,472,443104,22,945,Buldhana,Maharashtra
Nov-25,472,443106,46,2690,Buldhana,Maharashtra
Nov-25,472,443112,11,703,Buldhana,Maharashtra
Nov-25,472,443201,133,5902,Buldhana,Maharashtra
Nov-25,472,443202,29,4127,Buldhana,Maharashtra
Nov-25,472,443203,23,2400,Buldhana,Maharashtra
Nov-25,472,443204,34,2089,Buldhana,Maharashtra
Nov-25,472,443206,7,747,Buldhana,Maharashtra
Nov-25,472,443301,74,6441,Buldhana,Maharashtra
Nov-25,472,443302,24,2900,Buldhana,Maharashtra
Nov-25,472,443303,23,1615,Buldhana,Maharashtra
Nov-25,472,443304,24,2847,Buldhana,Maharashtra
Nov-25,472,443308,21,1836,Buldhana,Maharashtra
Nov-25,472,443401,10,637,Buldhana,Maharashtra
Nov-25,472,443402,31,5107,Buldhana,Maharashtra
Nov-25,472,443403,9,1144,Buldhana,Maharashtra
Nov-25,472,443404,9,2211,Buldhana,Maharashtra
Nov-25,472,444201,7,696,Buldhana,Maharashtra
Nov-25,472,444202,3,842,Buldhana,Maharashtra
Nov-25,472,444203,16,1539,Buldhana,Maharashtra
Nov-25,472,444204,30,1729,Buldhana,Maharashtra
Nov-25,472,444301,33,2728,Buldhana,Maharashtra
Nov-25,472,444303,124,13639,Buldhana,Maharashtra
Nov-25,472,444304,3,365,Buldhana,Maharashtra
Nov-25,472,444306,19,2318,Buldhana,Maharashtra
Nov-25,472,444312,8,920,Buldhana,Maharashtra
Nov-25,473,441205,28,2477,Chandrapur,Maharashtra
Nov-25,473,441206,53,9744,Chandrapur,Maharashtra
Nov-25,473,441212,3,460,Chandrapur,Maharashtra
Nov-25,473,441215,11,2195,Chandrapur,Maharashtra
Nov-25,473,441221,46,5060,Chandrapur,Maharashtra
Nov-25,473,441222,10,1452,Chandrapur,Maharashtra
Nov-25,473,441223,14,1486,Chandrapur,Maharashtra
Nov-25,473,441224,22,1623,Chandrapur,Maharashtra
Nov-25,473,441225,36,2409,Chandrapur,Maharashtra
Nov-25,473,441228,10,515,Chandrapur,Maharashtra
Nov-25,473,442401,77,1991,Chandrapur,Maharashtra
Nov-25,473,442402,1,231,Chandrapur,Maharashtra
Nov-25,473,442403,3,148,Chandrapur,Maharashtra
Nov-25,473,442404,15,338,Chandrapur,Maharashtra
Nov-25,473,442406,12,110,Chandrapur,Maharashtra
Nov-25,473,442501,1,40,Chandrapur,Maharashtra
Nov-25,473,442502,5,76,Chandrapur,Maharashtra
Nov-25,473,442503,7,396,Chandrapur,Maharashtra
Nov-25,473,442505,11,570,Chandrapur,Maharashtra
Nov-25,473,442507,3,87,Chandrapur,Maharashtra
Nov-25,473,442701,42,1533,Chandrapur,Maharashtra
Nov-25,473,442702,22,1610,Chandrapur,Maharashtra
Nov-25,473,442901,3,53,Chandrapur,Maharashtra
Nov-25,473,442902,36,710,Chandrapur,Maharashtra
Nov-25,473,442903,20,1970,Chandrapur,Maharashtra
Nov-25,473,442904,8,654,Chandrapur,Maharashtra
Nov-25,473,442905,27,2493,Chandrapur,Maharashtra
Nov-25,473,442906,15,1854,Chandrapur,Maharashtra
Nov-25,473,442907,35,5868,Chandrapur,Maharashtra
Nov-25,473,442908,41,5066,Chandrapur,Maharashtra
Nov-25,473,442914,9,678,Chandrapur,Maharashtra
Nov-25,473,442916,17,3310,Chandrapur,Maharashtra
Nov-25,473,442917,11,508,Chandrapur,Maharashtra
Nov-25,474,424001,267,3550,Dhule,Maharashtra
Nov-25,474,424002,71,883,Dhule,Maharashtra
Nov-25,474,424004,5,41,Dhule,Maharashtra
Nov-25,474,424005,27,233,Dhule,Maharashtra
Nov-25,474,424006,19,265,Dhule,Maharashtra
Nov-25,474,424301,21,581,Dhule,Maharashtra
Nov-25,474,424302,7,326,Dhule,Maharashtra
Nov-25,474,424303,3,188,Dhule,Maharashtra
Nov-25,474,424304,41,1950,Dhule,Maharashtra
Nov-25,474,424305,30,846,Dhule,Maharashtra
Nov-25,474,424306,23,3092,Dhule,Maharashtra
Nov-25,474,424307,17,423,Dhule,Maharashtra
Nov-25,474,424308,15,391,Dhule,Maharashtra
Nov-25,474,424309,10,432,Dhule,Maharashtra
Nov-25,474,424310,19,677,Dhule,Maharashtra
Nov-25,474,424311,46,940,Dhule,Maharashtra
Nov-25,474,424318,11,208,Dhule,Maharashtra
Nov-25,474,425403,1,122,Dhule,Maharashtra
Nov-25,474,425404,11,394,Dhule,Maharashtra
Nov-25,474,425405,85,2836,Dhule,Maharashtra
Nov-25,474,425406,31,947,Dhule,Maharashtra
Nov-25,474,425407,25,782,Dhule,Maharashtra
Nov-25,474,425408,54,1974,Dhule,Maharashtra
Nov-25,474,425421,6,764,Dhule,Maharashtra
Nov-25,474,425427,10,966,Dhule,Maharashtra
Nov-25,474,425428,27,652,Dhule,Maharashtra
Nov-25,475,441207,33,3118,Gadchiroli,Maharashtra
Nov-25,475,441208,11,521,Gadchiroli,Maharashtra
Nov-25,475,441209,24,1642,Gadchiroli,Maharashtra
Nov-25,475,441217,10,803,Gadchiroli,Maharashtra
Nov-25,475,442504,23,2547,Gadchiroli,Maharashtra
Nov-25,475,442603,32,2410,Gadchiroli,Maharashtra
Nov-25,475,442604,5,277,Gadchiroli,Maharashtra
Nov-25,475,442605,25,1116,Gadchiroli,Maharashtra
Nov-25,475,442606,52,1339,Gadchiroli,Maharashtra
Nov-25,475,442703,17,543,Gadchiroli,Maharashtra
Nov-25,475,442704,30,1049,Gadchiroli,Maharashtra
Nov-25,475,442705,22,1238,Gadchiroli,Maharashtra
Nov-25,475,442707,33,2308,Gadchiroli,Maharashtra
Nov-25,475,442709,11,1582,Gadchiroli,Maharashtra
Nov-25,475,442710,15,2296,Gadchiroli,Maharashtra
Nov-25,476,441601,106,2324,Gondia,Maharashtra
Nov-25,476,441614,72,1925,Gondia,Maharashtra
Nov-25,476,441701,18,3079,Gondia,Maharashtra
Nov-25,476,441702,21,2074,Gondia,Maharashtra
Nov-25,476,441801,43,1865,Gondia,Maharashtra
Nov-25,476,441806,29,1711,Gondia,Maharashtra
Nov-25,476,441807,55,1860,Gondia,Maharashtra
Nov-25,476,441901,32,2597,Gondia,Maharashtra
Nov-25,476,441902,49,4021,Gondia,Maharashtra
Nov-25,476,441911,63,2185,Gondia,Maharashtra
Nov-25,476,441916,36,2699,Gondia,Maharashtra
Nov-25,477,431509,207,12309,Hingoli,Maharashtra
Nov-25,477,431512,113,9115,Hingoli,Maharashtra
Nov-25,477,431513,95,10134,Hingoli,Maharashtra
Nov-25,477,431542,57,6167,Hingoli,Maharashtra
Nov-25,477,431701,81,5623,Hingoli,Maharashtra
Nov-25,477,431702,61,8846,Hingoli,Maharashtra
Nov-25,477,431703,23,4777,Hingoli,Maharashtra
Nov-25,477,431705,88,9795,Hingoli,Maharashtra
Nov-25,477,431712,66,12500,Hingoli,Maharashtra
Nov-25,478,424101,99,4869,Jalgaon,Maharashtra
Nov-25,478,424102,8,730,Jalgaon,Maharashtra
Nov-25,478,424103,9,944,Jalgaon,Maharashtra
Nov-25,478,424104,11,1100,Jalgaon,Maharashtra
Nov-25,478,424105,41,1554,Jalgaon,Maharashtra
Nov-25,478,424106,47,2023,Jalgaon,Maharashtra
Nov-25,478,424107,7,346,Jalgaon,Maharashtra
Nov-25,478,424108,9,1339,Jalgaon,Maharashtra
Nov-25,478,424116,14,991,Jalgaon,Maharashtra
Nov-25,478,424201,59,1749,Jalgaon,Maharashtra
Nov-25,478,424202,11,449,Jalgaon,Maharashtra
Nov-25,478,424203,4,416,Jalgaon,Maharashtra
Nov-25,478,424204,22,915,Jalgaon,Maharashtra
Nov-25,478,424205,18,1319,Jalgaon,Maharashtra
Nov-25,478,424206,33,4451,Jalgaon,Maharashtra
Nov-25,478,424207,13,995,Jalgaon,Maharashtra
Nov-25,478,424209,27,1129,Jalgaon,Maharashtra
Nov-25,478,425001,217,2690,Jalgaon,Maharashtra
Nov-25,478,425002,59,1325,Jalgaon,Maharashtra
Nov-25,478,425003,16,311,Jalgaon,Maharashtra
Nov-25,478,425101,3,95,Jalgaon,Maharashtra
Nov-25,478,425102,2,58,Jalgaon,Maharashtra
Nov-25,478,425103,24,1163,Jalgaon,Maharashtra
Nov-25,478,425104,12,388,Jalgaon,Maharashtra
Nov-25,478,425105,36,1633,Jalgaon,Maharashtra
Nov-25,478,425107,34,2783,Jalgaon,Maharashtra
Nov-25,478,425108,7,824,Jalgaon,Maharashtra
Nov-25,478,425109,15,1373,Jalgaon,Maharashtra
Nov-25,478,425110,20,843,Jalgaon,Maharashtra
Nov-25,478,425111,42,3296,Jalgaon,Maharashtra
Nov-25,478,425112,0,108,Jalgaon,Maharashtra
Nov-25,478,425113,2,259,Jalgaon,Maharashtra
Nov-25,478,425114,14,470,Jalgaon,Maharashtra
Nov-25,478,425115,7,581,Jalgaon,Maharashtra
Nov-25,478,425116,14,850,Jalgaon,Maharashtra
Nov-25,478,425121,0,6,Jalgaon,Maharashtra
Nov-25,478,425127,11,1611,Jalgaon,Maharashtra
Nov-25,478,425201,75,1957,Jalgaon,Maharashtra
Nov-25,478,425203,3,228,Jalgaon,Maharashtra
Nov-25,478,425301,25,1067,Jalgaon,Maharashtra
Nov-25,478,425302,15,2018,Jalgaon,Maharashtra
Nov-25,478,425303,26,1029,Jalgaon,Maharashtra
Nov-25,478,425304,11,214,Jalgaon,Maharashtra
Nov-25,478,425305,18,861,Jalgaon,Maharashtra
Nov-25,478,425306,36,1318,Jalgaon,Maharashtra
Nov-25,478,425307,23,276,Jalgaon,Maharashtra
Nov-25,478,425308,4,161,Jalgaon,Maharashtra
Nov-25,478,425309,7,257,Jalgaon,Maharashtra
Nov-25,478,425310,27,3699,Jalgaon,Maharashtra
Nov-25,478,425311,8,405,Jalgaon,Maharashtra
Nov-25,478,425327,0,3,Jalgaon,Maharashtra
Nov-25,478,425401,82,2824,Jalgaon,Maharashtra
Nov-25,478,425402,8,282,Jalgaon,Maharashtra
Nov-25,478,425420,12,282,Jalgaon,Maharashtra
Nov-25,478,425501,6,236,Jalgaon,Maharashtra
Nov-25,478,425502,15,460,Jalgaon,Maharashtra
Nov-25,478,425503,17,739,Jalgaon,Maharashtra
Nov-25,478,425504,11,985,Jalgaon,Maharashtra
Nov-25,478,425505,2,60,Jalgaon,Maharashtra
Nov-25,478,425506,6,241,Jalgaon,Maharashtra
Nov-25,478,425507,3,265,Jalgaon,Maharashtra
Nov-25,478,425508,33,1855,Jalgaon,Maharashtra
Nov-25,478,425524,3,148,Jalgaon,Maharashtra
Nov-25,479,431007,0,89,Jalna,Maharashtra
Nov-25,479,431111,0,1,Jalna,Maharashtra
Nov-25,479,431112,77,3380,Jalna,Maharashtra
Nov-25,479,431113,0,4,Jalna,Maharashtra
Nov-25,479,431114,81,2632,Jalna,Maharashtra
Nov-25,479,431117,0,1,Jalna,Maharashtra
Nov-25,479,431121,37,2952,Jalna,Maharashtra
Nov-25,479,431132,35,984,Jalna,Maharashtra
Nov-25,479,431134,34,1500,Jalna,Maharashtra
Nov-25,479,431135,31,1372,Jalna,Maharashtra
Nov-25,479,431137,19,1268,Jalna,Maharashtra
Nov-25,479,431202,47,1233,Jalna,Maharashtra
Nov-25,479,431203,175,2821,Jalna,Maharashtra
Nov-25,479,431204,34,2381,Jalna,Maharashtra
Nov-25,479,431205,15,919,Jalna,Maharashtra
Nov-25,479,431206,26,2087,Jalna,Maharashtra
Nov-25,479,431207,22,1036,Jalna,Maharashtra
Nov-25,479,431208,14,1604,Jalna,Maharashtra
Nov-25,479,431209,14,1004,Jalna,Maharashtra
Nov-25,479,431211,15,1071,Jalna,Maharashtra
Nov-25,479,431212,18,733,Jalna,Maharashtra
Nov-25,479,431213,81,1819,Jalna,Maharashtra
Nov-25,479,431501,68,5099,Jalna,Maharashtra
Nov-25,479,431502,13,381,Jalna,Maharashtra
Nov-25,479,431503,76,5555,Jalna,Maharashtra
Nov-25,479,431504,39,4419,Jalna,Maharashtra
Nov-25,479,431507,11,1425,Jalna,Maharashtra
Nov-25,480,415101,16,3033,Kolhapur,Maharashtra
Nov-25,480,416001,54,3043,Kolhapur,Maharashtra
Nov-25,480,416002,23,756,Kolhapur,Maharashtra
Nov-25,480,416003,29,747,Kolhapur,Maharashtra
Nov-25,480,416004,26,356,Kolhapur,Maharashtra
Nov-25,480,416005,75,1312,Kolhapur,Maharashtra
Nov-25,480,416006,20,410,Kolhapur,Maharashtra
Nov-25,480,416007,13,762,Kolhapur,Maharashtra
Nov-25,480,416008,16,888,Kolhapur,Maharashtra
Nov-25,480,416010,59,1157,Kolhapur,Maharashtra
Nov-25,480,416011,3,16,Kolhapur,Maharashtra
Nov-25,480,416012,60,1412,Kolhapur,Maharashtra
Nov-25,480,416013,40,605,Kolhapur,Maharashtra
Nov-25,480,416101,30,1714,Kolhapur,Maharashtra
Nov-25,480,416102,13,160,Kolhapur,Maharashtra
Nov-25,480,416103,13,463,Kolhapur,Maharashtra
Nov-25,480,416104,4,289,Kolhapur,Maharashtra
Nov-25,480,416105,2,162,Kolhapur,Maharashtra
Nov-25,480,416106,8,706,Kolhapur,Maharashtra
Nov-25,480,416107,3,455,Kolhapur,Maharashtra
Nov-25,480,416108,8,225,Kolhapur,Maharashtra
Nov-25,480,416109,26,1522,Kolhapur,Maharashtra
Nov-25,480,416110,0,315,Kolhapur,Maharashtra
Nov-25,480,416111,2,395,Kolhapur,Maharashtra
Nov-25,480,416112,27,1546,Kolhapur,Maharashtra
Nov-25,480,416113,8,339,Kolhapur,Maharashtra
Nov-25,480,416114,3,484,Kolhapur,Maharashtra
Nov-25,480,416115,66,3830,Kolhapur,Maharashtra
Nov-25,480,416116,24,985,Kolhapur,Maharashtra
Nov-25,480,416117,0,71,Kolhapur,Maharashtra
Nov-25,480,416118,18,704,Kolhapur,Maharashtra
Nov-25,480,416119,20,849,Kolhapur,Maharashtra
Nov-25,480,416120,3,226,Kolhapur,Maharashtra
Nov-25,480,416121,22,928,Kolhapur,Maharashtra
Nov-25,480,416122,24,738,Kolhapur,Maharashtra
Nov-25,480,416143,0,420,Kolhapur,Maharashtra
Nov-25,480,416146,5,218,Kolhapur,Maharashtra
Nov-25,480,416201,5,199,Kolhapur,Maharashtra
Nov-25,480,416202,24,754,Kolhapur,Maharashtra
Nov-25,480,416203,15,512,Kolhapur,Maharashtra
Nov-25,480,416204,11,368,Kolhapur,Maharashtra
Nov-25,480,416205,33,3232,Kolhapur,Maharashtra
Nov-25,480,416206,15,739,Kolhapur,Maharashtra
Nov-25,480,416207,12,981,Kolhapur,Maharashtra
Nov-25,480,416208,12,1031,Kolhapur,Maharashtra
Nov-25,480,416209,23,1841,Kolhapur,Maharashtra
Nov-25,480,416210,20,1084,Kolhapur,Maharashtra
Nov-25,480,416211,22,1679,Kolhapur,Maharashtra
Nov-25,480,416212,8,674,Kolhapur,Maharashtra
Nov-25,480,416213,16,1359,Kolhapur,Maharashtra
Nov-25,480,416214,19,811,Kolhapur,Maharashtra
Nov-25,480,416215,6,713,Kolhapur,Maharashtra
Nov-25,480,416216,39,1533,Kolhapur,Maharashtra
Nov-25,480,416218,10,892,Kolhapur,Maharashtra
Nov-25,480,416219,23,1211,Kolhapur,Maharashtra
Nov-25,480,416220,7,394,Kolhapur,Maharashtra
Nov-25,480,416221,17,796,Kolhapur,Maharashtra
Nov-25,480,416223,6,361,Kolhapur,Maharashtra
Nov-25,480,416229,43,2147,Kolhapur,Maharashtra
Nov-25,480,416230,14,899,Kolhapur,Maharashtra
Nov-25,480,416231,2,70,Kolhapur,Maharashtra
Nov-25,480,416232,12,242,Kolhapur,Maharashtra
Nov-25,480,416234,19,666,Kolhapur,Maharashtra
Nov-25,480,416235,17,872,Kolhapur,Maharashtra
Nov-25,480,416236,6,159,Kolhapur,Maharashtra
Nov-25,480,416501,9,518,Kolhapur,Maharashtra
Nov-25,480,416502,30,1115,Kolhapur,Maharashtra
Nov-25,480,416503,8,641,Kolhapur,Maharashtra
Nov-25,480,416504,3,663,Kolhapur,Maharashtra
Nov-25,480,416505,22,1060,Kolhapur,Maharashtra
Nov-25,480,416506,13,823,Kolhapur,Maharashtra
Nov-25,480,416507,17,511,Kolhapur,Maharashtra
Nov-25,480,416508,6,513,Kolhapur,Maharashtra
Nov-25,480,416509,17,423,Kolhapur,Maharashtra
Nov-25,480,416526,14,325,Kolhapur,Maharashtra
Nov-25,480,416527,1,28,Kolhapur,Maharashtra
Nov-25,480,416551,2,524,Kolhapur,Maharashtra
Nov-25,480,416552,0,160,Kolhapur,Maharashtra
Nov-25,481,413501,0,3,Latur,Maharashtra
Nov-25,481,413502,2,12,Latur,Maharashtra
Nov-25,481,413510,10,658,Latur,Maharashtra
Nov-25,481,413511,27,2234,Latur,Maharashtra
Nov-25,481,413512,187,4557,Latur,Maharashtra
Nov-25,481,413513,29,2141,Latur,Maharashtra
Nov-25,481,413514,31,3376,Latur,Maharashtra
Nov-25,481,413515,52,3301,Latur,Maharashtra
Nov-25,481,413516,45,3076,Latur,Maharashtra
Nov-25,481,413517,173,6765,Latur,Maharashtra
Nov-25,481,413518,21,1748,Latur,Maharashtra
Nov-25,481,413519,47,2784,Latur,Maharashtra
Nov-25,481,413520,47,3461,Latur,Maharashtra
Nov-25,481,413521,46,5236,Latur,Maharashtra
Nov-25,481,413522,32,1429,Latur,Maharashtra
Nov-25,481,413523,23,2063,Latur,Maharashtra
Nov-25,481,413524,27,1332,Latur,Maharashtra
Nov-25,481,413527,66,1969,Latur,Maharashtra
Nov-25,481,413529,19,1028,Latur,Maharashtra
Nov-25,481,413530,24,1012,Latur,Maharashtra
Nov-25,481,413531,51,3618,Latur,Maharashtra
Nov-25,481,413532,46,1470,Latur,Maharashtra
Nov-25,481,413544,30,1452,Latur,Maharashtra
Nov-25,481,413581,8,408,Latur,Maharashtra
Nov-25,481,413603,0,6,Latur,Maharashtra
Nov-25,481,413607,9,1042,Latur,Maharashtra
Nov-25,481,431522,26,1557,Latur,Maharashtra
Nov-25,482,400001,10,243,Mumbai,Maharashtra
Nov-25,482,400002,9,568,Mumbai,Maharashtra
Nov-25,482,400003,54,668,Mumbai,Maharashtra
Nov-25,482,400004,38,620,Mumbai,Maharashtra
Nov-25,482,400005,54,713,Mumbai,Maharashtra
Nov-25,482,400006,3,262,Mumbai,Maharashtra
Nov-25,482,400007,10,284,Mumbai,Maharashtra
Nov-25,482,400008,98,1321,Mumbai,Maharashtra
Nov-25,482,400009,47,702,Mumbai,Maharashtra
Nov-25,482,400010,42,843,Mumbai,Maharashtra
Nov-25,482,400011,72,820,Mumbai,Maharashtra
Nov-25,482,400012,40,850,Mumbai,Maharashtra
Nov-25,482,400013,41,646,Mumbai,Maharashtra
Nov-25,482,400014,25,376,Mumbai,Maharashtra
Nov-25,482,400015,21,766,Mumbai,Maharashtra
Nov-25,482,400016,50,738,Mumbai,Maharashtra
Nov-25,482,400017,160,2032,Mumbai,Maharashtra
Nov-25,482,400018,40,851,Mumbai,Maharashtra
Nov-25,482,400019,42,620,Mumbai,Maharashtra
Nov-25,482,400020,1,52,Mumbai,Maharashtra
Nov-25,482,400021,2,75,Mumbai,Maharashtra
Nov-25,482,400022,29,916,Mumbai,Maharashtra
Nov-25,482,400025,29,415,Mumbai,Maharashtra
Nov-25,482,400026,11,199,Mumbai,Maharashtra
Nov-25,482,400027,9,199,Mumbai,Maharashtra
Nov-25,482,400028,19,400,Mumbai,Maharashtra
Nov-25,482,400030,18,400,Mumbai,Maharashtra
Nov-25,482,400031,25,328,Mumbai,Maharashtra
Nov-25,482,400032,0,5,Mumbai,Maharashtra
